Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_41605171	בוקעות בהמיות ואלימות מהסוג שמקצתו תואר דרך מקרה פרטי	בוקעות בהמיות ואלימות מהסוג שמקצתו תשועד דרך מקרבותית.	בוקעות בהמיות ואלימות מהסוג שמקצתו תואר דרך מקרה פרטי	בוקעות בהמיות ואלימות מהסוג שמקצתו תשועד דרך מקרבותית	בוקעות->בוקעות | בהמיות->בהמיות | ואלימות->ואלימות | מהסוג->מהסוג | שמקצתו->שמקצתו | תואר->תשועד | דרך->דרך | מקרה-><eps> | פרטי->מקרבותית	0.3333
common_voice_he_41605172	קוקטיל תרופות יכול להביא לשיפור האפקטיביות של טיפול מונע דיכאון	קוקטייל תרופות יכול להביא לשיפור האפקטיביות של טיפול מוני הדיכאון.	קוקטייל תרופות יכול להביא לשיפור האפקטיביות של טיפול מונע דיכאון	קוקטייל תרופות יכול להביא לשיפור האפקטיביות של טיפול מוני הדיכאון	קוקטייל->קוקטייל | תרופות->תרופות | יכול->יכול | להביא->להביא | לשיפור->לשיפור | האפקטיביות->האפקטיביות | של->של | טיפול->טיפול | מונע->מוני | דיכאון->הדיכאון	0.2000
common_voice_he_41605173	ההפחתה תסתכם בכעשרים ושלוש אגורות והיא נכנסה לתוקף אמש בחצות	ההפחתה תסתכם בכ-23 אגורות והיא נכנסה לתוקף אמש בחצות.	ההפחתה תסתכם בכ20 ושלוש אגורות והיא נכנסה לתוקף אמש בחצות	ההפחתה תסתכם בכ 23 אגורות והיא נכנסה לתוקף אמש בחצות	ההפחתה->ההפחתה | תסתכם->תסתכם | בכ20->בכ | ושלוש->23 | אגורות->אגורות | והיא->והיא | נכנסה->נכנסה | לתוקף->לתוקף | אמש->אמש | בחצות->בחצות	0.2000
common_voice_he_41605176	הם העסיקו עובדים זרים לא חוקיים	הם העסיקו עובדים זרים לא חוקיים	הם העסיקו עובדים זרים לא חוקיים	הם העסיקו עובדים זרים לא חוקיים	הם->הם | העסיקו->העסיקו | עובדים->עובדים | זרים->זרים | לא->לא | חוקיים->חוקיים	0.0000
common_voice_he_41605177	התגלו סגולותיו כמארג שנחשף אט-אט; יפי תוארו	התגלו סגולותיו כמארג שנחשף אט-אט,  יפי תוארו.	התגלו סגולותיו כמארג שנחשף אט אט יפי תוארו	התגלו סגולותיו כמארג שנחשף אט אט  יפי תוארו	התגלו->התגלו | סגולותיו->סגולותיו | כמארג->כמארג | שנחשף->שנחשף | אט->אט | אט->אט | יפי->יפי | תוארו->תוארו	0.0000
common_voice_he_41605178	סֵמֶל אֵינוֹ זָר לַתְּבוּנָה	סמל אינו זר לתבונה	סמל אינו זר לתבונה	סמל אינו זר לתבונה	סמל->סמל | אינו->אינו | זר->זר | לתבונה->לתבונה	0.0000
common_voice_he_41605179	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה.	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה	זה->זה | בלתי->בלתי | אפשרי->אפשרי | גם->גם | מבחינת->מבחינת | בעלויות->בעלויות | בקרקע->בקרקע | וגם->וגם | מבחינת->מבחינת | הטופוגרפיה->הטופוגרפיה	0.0000
common_voice_he_41605180	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה מתחת למסגד אל-אקצא לאורך רשת מנהרות	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה  מתחת למסגד אל-אקצא לאורך רשת מנהרות.	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה מתחת למסגד אל אקצא לאורך רשת מנהרות	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה  מתחת למסגד אל אקצא לאורך רשת מנהרות	אנו->אנו | מזהירים->מזהירים | מפני->מפני | הסכנה->הסכנה | שבחפירות->שבחפירות | המתבצעות->המתבצעות | לאחרונה->לאחרונה | מתחת->מתחת | למסגד->למסגד | אל->אל | אקצא->אקצא | לאורך->לאורך | רשת->רשת | מנהרות->מנהרות	0.0000
common_voice_he_41605181	מי שבונה בטונדות הוא הצד החלש	מי שבונה בטונדות הוא הצד החלש.	מי שבונה בטונדות הוא הצד החלש	מי שבונה בטונדות הוא הצד החלש	מי->מי | שבונה->שבונה | בטונדות->בטונדות | הוא->הוא | הצד->הצד | החלש->החלש	0.0000
common_voice_he_41605183	הפתרון המועדף הוא חינוך חינם לגיל הרך	הפתרון המועדף הוא חינוך חינם לגיל הרך.	הפתרון המועדף הוא חינוך חינם לגיל הרך	הפתרון המועדף הוא חינוך חינם לגיל הרך	הפתרון->הפתרון | המועדף->המועדף | הוא->הוא | חינוך->חינוך | חינם->חינם | לגיל->לגיל | הרך->הרך	0.0000
common_voice_he_41605184	יישאר שם במעקב ויועלה לדיון רק בעת הצורך	יישאר שם במעקב ויועלה לדיון רק בעת הצורך.	יישאר שם במעקב ויועלה לדיון רק בעת הצורך	יישאר שם במעקב ויועלה לדיון רק בעת הצורך	יישאר->יישאר | שם->שם | במעקב->במעקב | ויועלה->ויועלה | לדיון->לדיון | רק->רק | בעת->בעת | הצורך->הצורך	0.0000
common_voice_he_41605185	הרבה אנטנות קטנות או אנטנה אחת גדולה	הרבה אנטנות קטנות ואנטנות חדשות.	הרבה אנטנות קטנות או אנטנה אחת גדולה	הרבה אנטנות קטנות ואנטנות חדשות	הרבה->הרבה | אנטנות->אנטנות | קטנות->קטנות | או-><eps> | אנטנה-><eps> | אחת->ואנטנות | גדולה->חדשות	0.5714
common_voice_he_41605186	אם הדגם הזה יעבור לערים אחרות	עם הדגם הזה יעבור לערים אחרות.	אם הדגם הזה יעבור לערים אחרות	עם הדגם הזה יעבור לערים אחרות	אם->עם | הדגם->הדגם | הזה->הזה | יעבור->יעבור | לערים->לערים | אחרות->אחרות	0.1667
common_voice_he_41605188	אלא בשימור מרכזי כוח מסוימים במערכות השלטון	אלא בשימור מרכזי כוח מסוימים במערכות השלטון.	אלא בשימור מרכזי כוח מסוימים במערכות השלטון	אלא בשימור מרכזי כוח מסוימים במערכות השלטון	אלא->אלא | בשימור->בשימור | מרכזי->מרכזי | כוח->כוח | מסוימים->מסוימים | במערכות->במערכות | השלטון->השלטון	0.0000
common_voice_he_41605190	אני בעד חיזוק מזרח-ירושלים כולה בכל מקום שבו נימצא	אני בעד חיזוק מזרח ירושלים כולנו בכל מקום שבו נמצא.	אני בעד חיזוק מזרח ירושלים כולה בכל מקום שבו נימצא	אני בעד חיזוק מזרח ירושלים כולנו בכל מקום שבו נמצא	אני->אני | בעד->בעד | חיזוק->חיזוק | מזרח->מזרח | ירושלים->ירושלים | כולה->כולנו | בכל->בכל | מקום->מקום | שבו->שבו | נימצא->נמצא	0.2000
common_voice_he_41605191	אז איך הייתי יכולה לשלם עבור טיפול בחרדה	אז איך הייתי יכולה לשלם עבור טיפול בחרדה?	אז איך הייתי יכולה לשלם עבור טיפול בחרדה	אז איך הייתי יכולה לשלם עבור טיפול בחרדה	אז->אז | איך->איך | הייתי->הייתי | יכולה->יכולה | לשלם->לשלם | עבור->עבור | טיפול->טיפול | בחרדה->בחרדה	0.0000
common_voice_he_41605192	כי פארק תעשייה קיסריה נבנה בשטח ללא שיפוט	כי פארק תעשייה קיסריה נבנה בשטח ללא פשוט שיפוט.	כי פארק תעשייה קיסריה נבנה בשטח ללא שיפוט	כי פארק תעשייה קיסריה נבנה בשטח ללא פשוט שיפוט	כי->כי | פארק->פארק | תעשייה->תעשייה | קיסריה->קיסריה | נבנה->נבנה | בשטח->בשטח | ללא->ללא | <eps>->פשוט | שיפוט->שיפוט	0.1250
common_voice_he_41605193	בפרט בעבירות מין וגם בעניין אלימות	בפרט בעבירות מין וגם בעניין המינות.	בפרט בעבירות מין וגם בעניין אלימות	בפרט בעבירות מין וגם בעניין המינות	בפרט->בפרט | בעבירות->בעבירות | מין->מין | וגם->וגם | בעניין->בעניין | אלימות->המינות	0.1667
common_voice_he_41605194	המופתי הזה עכשיו דיבר נגד היהוּד	המופתי הזה עכשיו דיבר נגד היהוד.	המופתי הזה עכשיו דיבר נגד היהוד	המופתי הזה עכשיו דיבר נגד היהוד	המופתי->המופתי | הזה->הזה | עכשיו->עכשיו | דיבר->דיבר | נגד->נגד | היהוד->היהוד	0.0000
common_voice_he_41605195	והבנתי גם שוועדת החינוך הולכת להתכנס לדיון	והבנתי גם שוועדת החינוך הולכת להתכנס לדיון.	והבנתי גם שוועדת החינוך הולכת להתכנס לדיון	והבנתי גם שוועדת החינוך הולכת להתכנס לדיון	והבנתי->והבנתי | גם->גם | שוועדת->שוועדת | החינוך->החינוך | הולכת->הולכת | להתכנס->להתכנס | לדיון->לדיון	0.0000
common_voice_he_41605196	כדי שבבוא העת, כאשר יתבררו העובדות	כדי שבבוא העת כאשר יתבררו העובדות.	כדי שבבוא העת כאשר יתבררו העובדות	כדי שבבוא העת כאשר יתבררו העובדות	כדי->כדי | שבבוא->שבבוא | העת->העת | כאשר->כאשר | יתבררו->יתבררו | העובדות->העובדות	0.0000
common_voice_he_41605197	נובמבר, ולפעמים מחסנים גם בחודש דצמבר	נובמבר, ולפעמים מחסנים גם בחודש דצמבר.	נובמבר ולפעמים מחסנים גם בחודש דצמבר	נובמבר ולפעמים מחסנים גם בחודש דצמבר	נובמבר->נובמבר | ולפעמים->ולפעמים | מחסנים->מחסנים | גם->גם | בחודש->בחודש | דצמבר->דצמבר	0.0000
common_voice_he_41605199	שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית	שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית.	שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית	שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית	שכבר->שכבר | מזמן->מזמן | פסקו->פסקו | מלהישמע->מלהישמע | בהיסטוריה->בהיסטוריה | האנושית->האנושית	0.0000
common_voice_he_41605200	כי אי-אפשר לגמור עם; אי-אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג	כי אי אפשר לגמור עם,  אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהר.	כי אי אפשר לגמור עם אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג	כי אי אפשר לגמור עם  אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהר	כי->כי | אי->אי | אפשר->אפשר | לגמור->לגמור | עם->עם | אי->אי | אפשר->אפשר | להכניע->להכניע | עם->עם | שלם->שלם | בכוח->בכוח | הכדורים->הכדורים | וברצח->וברצח | ובהרג->ובהר	0.0714
